external_user_id,q1_approval_trump,q3_congress,q4_state_gov,q5_local_gov,q6_repub_congress,q7_dems_congress,q8_follow_news,q34_political_views,q9_change_political_view,q25_time_spent_news,q27_news_trust_exist,q15_description_before_sophistic,q16_next_inline_potus,q17_branches_us_gov,q19_num_senators_state,q21_johnroberts_position,q22_num_seats_by_party,q23_num_women_justices,q24_sanctuary_cities,q30_education_enrolled,q31_emp_status,q32_self_emp_both,q33_marital_status,q35_religion,q36_today_politcal_aff,q26_trust_media,demo_ethnicity,demo_marital_status,demo_age,demo_income,demo_employment_status,demo_government_job,demo_teacher,demo_religious_preference,demo_residence_own_rent,demo_registered_voter,demo_political_affiliation,demo_race_2015_new,demo_education_new,demo_gender,demo_division,q28_trusted_source,demo_age_group,demo_job_position,demo_job_area,demo_state_color
1605614142_78419_01,2.0,4.0,2.0,2.0,4.0,3.0,2.0,Moderate,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,Other Religion,Lean Democrat,A great deal,No,Married,65.0,"$100,000 to $149,999",Employed Full Time,Refused,No,Christianity,Own,Yes,Lean Republican,White,Some postgraduate or professional school or degree,Male,Pacific Division,major_networks|cbs|abc|msnbc,above_65,Professional,Education/Training/Library,Blue
4128111314_78419_01,2.0,5.0,3.0,2.0,5.0,2.0,1.0,Moderate,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,Christian,Democrat,A great deal,No,Single,31.0,"$35,000 to $49,999",Employed Full Time,,No,,,Yes,Lean Democrat,White,Some college,Male,East North Division,washington_post,25_to_34,na,na,Blue
4198744980_78419_01,2.0,4.0,3.0,1.0,4.0,3.0,3.0,Very liberal,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,Other Religion,Democrat,A fair amount,No,Married,39.0,"$50,000 to $74,999","Employed part-time, but not a full-time student",Refused,,Other,Rent,Yes,Democrat,White,Some college,Female,East North Division,npr,35_to_44,Professional,Finance/Insurance/Real Estate,Red
4205990108_78419_01,1.0,3.0,4.0,4.0,3.0,3.0,2.0,Moderate,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,Christian,Republican,Not very much,No,Never Married,45.0,"$50,000 to $74,999",Employed Full Time,Refused,,Christianity,Rent,Yes,Republican,White,High school grad,Female,Middle Atlantic Division,fox,45_to_54,Professional,Finance/Insurance/Real Estate,Blue
4030312944_78914_01,1.0,4.0,3.0,3.0,4.0,5.0,1.0,Very conservative,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,,2.0,Christian,Republican,None at all,No,Married,60.0,"$100,000 to $149,999",Employed Full Time,No,No,Christianity,Own,Yes,Republican,White,Technical or vocational school,Female,West North Division,na,55_to_64,Service/Labor,Other,Red
4209517002_78419_01,2.0,4.0,3.0,2.0,4.0,4.0,2.0,Liberal,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,,2.0,Christian,Democrat,A fair amount,No,Married,70.0,"$75,000 to $99,999",Retired,,,Christianity,Own,Yes,Democrat,White,Four year bachelor’s degree,Female,East North Division,cbs,above_65,na,na,Blue
4222267546_78419_01,2.0,5.0,3.0,2.0,5.0,2.0,1.0,Liberal,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,,4.0,Christian,Republican,A fair amount,No,Divorced,70.0,"$25,000 to $34,999",Retired,,,Other,Rent,Yes,Democrat,White,High school grad,Female,South Atlantic Division,msnbc,above_65,na,na,Red
4205998872_78419_01,1.0,4.0,4.0,3.0,3.0,4.0,2.0,Very conservative,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,,Christian,Republican,Not very much,No,Living with a Partner,46.0,"$50,000 to $74,999",Not employed,,,Christianity,Rent,Yes,Republican,White,Some college,Male,East North Division,fox,45_to_54,na,na,Blue
4176623211_78419_01,2.0,4.0,3.0,2.0,3.0,4.0,2.0,Moderate,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,,2.0,Christian,Lean Republican,A fair amount,No,,64.0,"$200,000 or more",,,,,,Yes,Lean Republican,White,Some postgraduate or professional school or degree,Female,South Atlantic Division,bbc,55_to_64,na,na,Red
076398_S02_01,1.0,5.0,4.0,3.0,5.0,5.0,1.0,Conservative,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,,2.0,Christian,Lean Republican,None at all,No,Married,76.0,"$75,000 to $99,999",Retired,,,Christianity,Own,Yes,Lean Republican,White,Technical or vocational school,Male,Middle Atlantic Division,fox,above_65,na,na,Blue
130596_3992_01,1.0,4.0,2.0,2.0,4.0,5.0,1.0,Conservative,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,4.0,Christian,Independent,Not very much,No,Divorced,62.0,"$50,000 to $74,999",Employed Full Time,No,,Christianity,Own,Yes,Lean Republican,White,Some college,Female,East North Division,na,55_to_64,Other,Science/Engineering/Architecture,Red
4182959512_78419_01,1.0,5.0,5.0,3.0,5.0,5.0,1.0,Conservative,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,Christian,Republican,Not very much,No,Married,65.0,,Retired,,,Christianity,Own,,,White,Some college,Male,Middle Atlantic Division,fox,above_65,na,na,Blue
86046680_23694_01,2.0,4.0,3.0,3.0,4.0,3.0,2.0,Liberal,2.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,Other Religion,Democrat,A fair amount,No,Married,68.0,"$50,000 to $74,999",Retired,Yes,,Other,Own,Yes,Democrat,White,Some postgraduate or professional school or degree,Female,East North Division,na,above_65,Professional,Healthcare,Red
088031_S02_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,above_65,na,na,unknown
1721134332_78419_01,1.0,4.0,4.0,3.0,5.0,4.0,2.0,Conservative,2.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,4.0,Christian,Republican,Not very much,No,Divorced,65.0,"$25,000 to $34,999","Employed part-time, but not a full-time student",Refused,No,Christianity,Own,Yes,Republican,White,Some postgraduate or professional school or degree,Male,Middle Atlantic Division,na,above_65,Professional,Education/Training/Library,Red
4224767471_78419_01,2.0,5.0,3.0,3.0,5.0,2.0,1.0,Very liberal,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,No Religion/Atheist/Agnostic,Democrat,A fair amount,No,Married,48.0,"$150,000 to $199,999",Employed Full Time,Yes,Yes,Atheist,Own,Yes,Democrat,White,Some postgraduate or professional school or degree,Male,South Atlantic Division,the_nation,45_to_54,Professional,Education/Training/Library,Blue
4174334067_78419_01,2.0,5.0,4.0,4.0,5.0,3.0,1.0,Moderate,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,Christian,Lean Democrat,A fair amount,No,Married,37.0,"$100,000 to $149,999",Employed Full Time,Refused,,Christianity,,Yes,Independent,White,High school grad,Male,East North Division,politifact,35_to_44,Managerial,Computer/Information Systems/Mathematical,Blue
4210174170_78419_01,1.0,4.0,4.0,2.0,4.0,5.0,1.0,Moderate,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,Christian,Independent,None at all,No,Married,61.0,"$200,000 or more",Employed Full Time,Refused,,Christianity,Own,Yes,Republican,White,Some postgraduate or professional school or degree,Male,Mountain Division,na,55_to_64,Managerial,Finance/Insurance/Real Estate,Purple
4182980362_78419_01,1.0,3.0,3.0,2.0,4.0,4.0,3.0,Moderate,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,4.0,Don't know,Independent,Not very much,No,Divorced,47.0,"$50,000 to $74,999",Employed Full Time,Refused,,Agnostic,Own,Yes,Independent,White,High school grad,Male,Middle Atlantic Division,na,45_to_54,Service/Labor,Manufacturing or Construction,Blue
142636_3992_01,1.0,5.0,2.0,3.0,4.0,5.0,1.0,Very conservative,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,,2.0,Christian,Republican,Not very much,No,Married,76.0,,Retired,No,,Christianity,Own,,Republican,White,Four year bachelor’s degree,Male,East North Division,fox,above_65,Managerial,na,Red
4182999427_78419_01,1.0,3.0,3.0,3.0,3.0,3.0,2.0,Conservative,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,,2.0,Christian,Independent,A fair amount,No,Married,56.0,"$50,000 to $74,999",Retired,,,Christianity,Own,Yes,Republican,White,Some college,Female,East South Division,fox,55_to_64,na,na,Red
4206010293_78419_01,1.0,4.0,4.0,3.0,5.0,4.0,2.0,Moderate,2.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,0.0,1.0,2.0,4.0,Christian,Independent,Not very much,No,Divorced,57.0,"$75,000 to $99,999",Employed Full Time,Don't Know,,Christianity,Own,Yes,Lean Republican,White,Some college,Male,Pacific Division,na,55_to_64,Service/Labor,Other,Blue
4224774381_78419_01,2.0,4.0,3.0,3.0,5.0,3.0,2.0,Moderate,2.0,3.0,1.0,1.0,1.0,0.0,1.0,,1.0,0.0,1.0,0.0,3.0,,2.0,Christian,Democrat,A great deal,No,Married,65.0,"$75,000 to $99,999",Retired,,,Christianity,Own,Yes,Democrat,White,High school grad,Male,Mountain Division,cnn,above_65,na,na,Red
4009151485_78914_02,1.0,5.0,2.0,2.0,4.0,3.0,1.0,Moderate,2.0,6.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,,4.0,Christian,Lean Democrat,A fair amount,No,Divorced,77.0,"$25,000 to $34,999",Retired,,,Christianity,,Yes,Democrat,White,High school grad,Male,East North Division,na,above_65,na,na,Red
1638355512_78419_01,2.0,4.0,3.0,2.0,3.0,4.0,2.0,Very conservative,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,Christian,Republican,A fair amount,No,Married,64.0,"$50,000 to $74,999",Employed Full Time,,No,,,Yes,Republican,White,Four year bachelor’s degree,Male,East South Division,cbs,55_to_64,na,na,Red
84093079_23694_01,2.0,5.0,2.0,2.0,5.0,3.0,2.0,Liberal,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,Christian,Democrat,A fair amount,No,Married,70.0,"$75,000 to $99,999","Employed part-time, but not a full-time student",Yes,Yes,Christianity,Own,Yes,Democrat,White,Some postgraduate or professional school or degree,Male,Pacific Division,washington_post,above_65,na,na,Blue
4174332385_78419_01,1.0,3.0,3.0,3.0,3.0,3.0,1.0,Moderate,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,0.0,4.0,,,No Religion/Atheist/Agnostic,Lean Republican,Not very much,No,Never Married,36.0,"Under $15,000",A full-time student,,,Nonreligious/Secular,Rent,Yes,Republican,White,High school grad,Male,Pacific Division,local_papers,35_to_44,na,na,Blue
4182982677_78419_01,1.0,3.0,5.0,3.0,3.0,5.0,2.0,Conservative,2.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,,1.0,0.0,0.0,3.0,,2.0,Christian,Republican,None at all,No,Married,65.0,"$35,000 to $49,999","Employed part-time, but not a full-time student",Refused,,Christianity,Own,,Republican,White,Technical or vocational school,Female,Middle Atlantic Division,cbn,above_65,Professional,Healthcare,Red
1938424898_78419_01,2.0,4.0,5.0,2.0,5.0,3.0,2.0,Liberal,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,No Religion/Atheist/Agnostic,Lean Democrat,A fair amount,No,Married,47.0,"$150,000 to $199,999",Employed Full Time,Refused,No,Agnostic,,Yes,Lean Democrat,White,Some postgraduate or professional school or degree,Male,South Atlantic Division,reuters,45_to_54,Managerial,Manufacturing or Construction,Red
4141906929_78419_01,2.0,5.0,3.0,3.0,5.0,4.0,1.0,Liberal,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,,2.0,No Religion/Atheist/Agnostic,Democrat,A fair amount,No,Married,62.0,"$200,000 or more","Employed part-time, but not a full-time student",,No,Other,Own,Yes,Democrat,White,Four year bachelor’s degree,Female,Middle Atlantic Division,new_york_times,55_to_64,na,na,Blue
4010193035_78914_01,1.0,3.0,3.0,3.0,3.0,3.0,2.0,Conservative,2.0,3.0,1.0,1.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,3.0,,4.0,Christian,Republican,Not very much,No,Divorced,64.0,"$50,000 to $74,999",Retired,No,,Christianity,Own,Yes,Republican,White,Some college,Female,South Atlantic Division,fox,55_to_64,Professional,Education/Training/Library,Red
4205983627_78419_01,,4.0,3.0,2.0,3.0,3.0,3.0,Moderate,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,,5.0,Christian,Lean Republican,Not very much,No,Widowed,79.0,"$25,000 to $34,999",Retired,,,Christianity,Rent,Yes,Republican,White,Some college,Female,Pacific Division,na,above_65,na,na,Blue
094065_3992_01,1.0,4.0,3.0,2.0,4.0,5.0,3.0,Moderate,2.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,,4.0,Christian,Republican,None at all,No,Divorced,74.0,"$35,000 to $49,999",Retired,,,Christianity,Own,Yes,Republican,White,Four year bachelor’s degree,Female,West South Division,na,above_65,na,na,Red
156613_3992_01,2.0,5.0,5.0,5.0,5.0,5.0,1.0,Moderate,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,4.0,Christian,Democrat,Not very much,No,Divorced,51.0,"$50,000 to $74,999",Employed Full Time,Yes,No,Christianity,Own,Yes,Democrat,White,Some postgraduate or professional school or degree,Female,East North Division,economist,45_to_54,na,Other,Blue
4210169876_78419_01,1.0,3.0,1.0,2.0,3.0,5.0,2.0,Conservative,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,,2.0,Christian,Republican,Not very much,No,Married,73.0,"$50,000 to $74,999",Retired,,,Christianity,Own,Yes,Republican,White,Some postgraduate or professional school or degree,Male,South Atlantic Division,oan,above_65,na,na,Blue
153128_3992_01,1.0,4.0,4.0,4.0,4.0,5.0,1.0,Conservative,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,Christian,Republican,None at all,Yes,Married,60.0,"$75,000 to $99,999",Employed Full Time,Yes,No,Christianity,,Yes,Don't Know,Hispanic,Technical or vocational school,Male,Pacific Division,na,55_to_64,Professional,na,Blue
4205986054_78419_01,1.0,5.0,4.0,4.0,4.0,5.0,3.0,Conservative,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,Christian,Lean Republican,None at all,No,Married,47.0,"$150,000 to $199,999",Employed Full Time,Refused,,Christianity,Own,Yes,Lean Republican,White,Some college,Male,Middle Atlantic Division,na,45_to_54,Managerial,Manufacturing or Construction,Red
4098547023_78419_01,1.0,5.0,3.0,2.0,5.0,5.0,1.0,Very conservative,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,5.0,Christian,Republican,None at all,No,Married,68.0,"$35,000 to $49,999",Retired,,,Christianity,Own,Yes,Republican,White,High school grad,Male,Mountain Division,na,above_65,na,na,Red
4210181773_78419_01,2.0,5.0,2.0,2.0,5.0,3.0,2.0,Liberal,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,,1.0,No Religion/Atheist/Agnostic,Independent,A fair amount,No,Never Married,27.0,"$25,000 to $34,999",A full-time student,,,Nonreligious/Secular,Rent,Yes,Lean Democrat,Asian,Some postgraduate or professional school or degree,Male,Pacific Division,al_jazeera,25_to_34,na,na,Blue
4198747931_78419_01,1.0,5.0,5.0,3.0,3.0,5.0,1.0,Moderate,1.0,5.0,0.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,2.0,4.0,Christian,Independent,None at all,Yes,Divorced,42.0,"$50,000 to $74,999",Employed Full Time,Refused,,Christianity,Rent,Yes,Lean Republican,Hispanic,High school grad,Male,Pacific Division,na,35_to_44,Managerial,Computer/Information Systems/Mathematical,Blue
045722_S02_01,1.0,3.0,3.0,5.0,3.0,4.0,3.0,Moderate,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,,2.0,Christian,Independent,Not very much,No,Married,65.0,"$50,000 to $74,999",Retired,,,Christianity,Own,Yes,Lean Republican,White,Four year bachelor’s degree,Female,Middle Atlantic Division,na,above_65,na,na,Blue
4209511214_78419_01,1.0,4.0,4.0,2.0,3.0,4.0,3.0,Conservative,2.0,4.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.0,1.0,0.0,3.0,,2.0,Christian,Republican,Not very much,No,Married,76.0,"$50,000 to $74,999",Retired,,,Christianity,Own,Yes,Republican,White,Some college,Female,Pacific Division,na,above_65,na,na,Blue
4209514017_78419_01,1.0,4.0,2.0,1.0,3.0,5.0,1.0,Moderate,2.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,Christian,Independent,Not very much,No,Married,69.0,"$200,000 or more",Employed Full Time,,,Christianity,Own,Yes,Independent,White,Some postgraduate or professional school or degree,Male,South Atlantic Division,na,above_65,na,na,Red
4191212268_5107_01,1.0,3.0,4.0,2.0,4.0,4.0,2.0,Moderate,3.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,Christian,Independent,Not very much,No,Married,54.0,"$75,000 to $99,999",,,,,,Yes,Independent,White,High school grad,Male,East North Division,na,45_to_54,na,na,Red
4224773328_78419_01,2.0,4.0,2.0,2.0,5.0,3.0,1.0,Moderate,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,5.0,Christian,Democrat,A great deal,No,Married,86.0,"$35,000 to $49,999","Employed part-time, but not a full-time student",,,Christianity,Own,Yes,Lean Democrat,White,Some college,Female,Mountain Division,pbs,above_65,na,na,Purple
4182981485_78419_01,1.0,4.0,5.0,2.0,3.0,5.0,2.0,Conservative,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,Christian,Lean Republican,None at all,No,,48.0,,,,,,,Yes,Republican,White,,Male,Middle Atlantic Division,the_blaze,45_to_54,na,na,Red
4209526074_78419_01,1.0,4.0,3.0,2.0,4.0,4.0,2.0,Moderate,1.0,5.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,,,Christian,Independent,None at all,No,Widowed,73.0,"$75,000 to $99,999",Retired,,,Christianity,Own,,,White,High school grad,Female,Mountain Division,na,above_65,na,na,Red
4193010091_78419_01,1.0,4.0,4.0,5.0,3.0,4.0,3.0,Moderate,1.0,3.0,0.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,0.0,1.0,2.0,2.0,Christian,Lean Republican,None at all,No,Married,58.0,"$75,000 to $99,999",Employed Full Time,Refused,,Christianity,Own,Yes,Lean Republican,White,High school grad,Male,East North Division,na,55_to_64,Service/Labor,Other,Red
4182984135_78419_01,1.0,4.0,4.0,3.0,4.0,4.0,2.0,Moderate,2.0,5.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,Christian,Lean Republican,None at all,No,,47.0,"$200,000 or more",,,,,,Yes,Lean Republican,White,Some college,Male,Middle Atlantic Division,na,45_to_54,na,na,Blue
058813_S02_02,2.0,4.0,2.0,1.0,5.0,4.0,1.0,Liberal,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,,2.0,Christian,Democrat,A great deal,No,Married,70.0,"$100,000 to $149,999",Retired,,,Nonreligious/Secular,Own,Yes,Democrat,White,Some college,Female,New England Division,npr,above_65,na,na,Blue
058251_S02_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,above_65,na,na,unknown
4206005312_78419_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,above_65,na,na,unknown
4182967400_78419_01,2.0,5.0,2.0,2.0,4.0,4.0,2.0,Moderate,1.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,No Religion/Atheist/Agnostic,Independent,Not very much,No,Married,40.0,"$100,000 to $149,999",Employed Full Time,,,Nonreligious/Secular,Own,Yes,Independent,White,High school grad,Male,New England Division,international_news|free_speech_tv,35_to_44,na,na,Blue
4182948312_78419_01,1.0,5.0,2.0,3.0,4.0,5.0,3.0,Moderate,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,,4.0,Christian,Republican,None at all,No,Divorced,53.0,"$15,000 to $24,999",Not employed,,,Christianity,Rent,Yes,Republican,Black,High school grad,Male,West South Division,na,45_to_54,na,na,Red
4182981539_78419_01,1.0,4.0,4.0,3.0,4.0,5.0,2.0,Conservative,2.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,,2.0,No Religion/Atheist/Agnostic,Lean Republican,Not very much,No,Married,66.0,"$50,000 to $74,999",Retired,,,Agnostic,Own,Yes,Lean Republican,White,Technical or vocational school,Male,Middle Atlantic Division,na,above_65,na,na,Red
1793920651_78419_01,2.0,3.0,2.0,2.0,5.0,2.0,2.0,Liberal,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,Christian,Democrat,A great deal,No,,37.0,"$75,000 to $99,999",,,,,,Yes,Democrat,White,Some postgraduate or professional school or degree,Male,Middle Atlantic Division,npr,35_to_44,na,na,Blue
004804_S01_HH,1.0,5.0,2.0,2.0,5.0,5.0,1.0,Conservative,2.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,,2.0,No Religion/Atheist/Agnostic,Republican,Not very much,No,Married,72.0,"$50,000 to $74,999",Retired,No,,Christianity,Own,Yes,Republican,White,Some college,Female,New England Division,na,above_65,Managerial,Law or Public Policy,Blue
4193028251_78419_01,1.0,5.0,4.0,5.0,5.0,5.0,2.0,Very conservative,2.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,,5.0,Christian,Other,None at all,No,Never Married,68.0,"Under $15,000",Retired,,,Christianity,Own,Yes,Lean Republican,White,High school grad,Male,Mountain Division,na,above_65,na,na,Red
4224803652_78419_01,2.0,5.0,5.0,1.0,5.0,4.0,1.0,Liberal,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,,2.0,No Religion/Atheist/Agnostic,Independent,Not very much,No,,68.0,,,,,,,,,White,Some postgraduate or professional school or degree,Male,Mountain Division,bbc,above_65,na,na,Red
4222256835_78419_01,2.0,4.0,3.0,3.0,5.0,3.0,2.0,Liberal,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,No Religion/Atheist/Agnostic,Democrat,A fair amount,No,Never Married,23.0,"$50,000 to $74,999",Employed Full Time,Refused,,Atheist,Rent,Yes,Democrat,White,Four year bachelor’s degree,Male,East North Division,npr,18_to_24,Professional,Science/Engineering/Architecture,Red
4222260605_78419_01,2.0,4.0,2.0,2.0,5.0,3.0,2.0,Liberal,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,,No Religion/Atheist/Agnostic,Democrat,A fair amount,No,Never Married,24.0,"$150,000 to $199,999",Employed Full Time,Refused,,Agnostic,Rent,Yes,Democrat,White,Four year bachelor’s degree,Female,Middle Atlantic Division,new_york_times,18_to_24,Professional,Computer/Information Systems/Mathematical,Blue
4209524251_78419_01,2.0,4.0,4.0,4.0,5.0,3.0,1.0,Moderate,2.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,,2.0,Christian,Lean Democrat,A great deal,No,Married,74.0,"$50,000 to $74,999",Retired,,,Christianity,Own,Yes,Democrat,White,High school grad,Female,Mountain Division,cnn,above_65,na,na,Red
4191242110_5107_01,1.0,5.0,4.0,3.0,5.0,5.0,1.0,Conservative,1.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,No Religion/Atheist/Agnostic,Independent,Not very much,Yes,Married,57.0,"$75,000 to $99,999",,,,,,Yes,Lean Republican,Hispanic,Some college,Male,South Atlantic Division,fox,55_to_64,na,na,Red
4198747432_78419_01,2.0,3.0,2.0,1.0,5.0,1.0,2.0,Liberal,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,Christian,Democrat,A great deal,No,Married,49.0,"$100,000 to $149,999","Employed part-time, but not a full-time student",,,Christianity,Own,Yes,Democrat,White,Some postgraduate or professional school or degree,Female,Pacific Division,new_york_times,45_to_54,na,na,Blue
4175654200_92326_01,2.0,5.0,2.0,3.0,5.0,4.0,1.0,Very liberal,2.0,5.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,1.0,Other Religion,Other,A great deal,No,Single,23.0,"$35,000 to $49,999",A full-time student,,,,,Yes,Don't Know,White,Some college,Male,Middle Atlantic Division,al_jazeera,18_to_24,na,na,Red
4182961989_78419_01,2.0,4.0,2.0,2.0,5.0,4.0,1.0,Moderate,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,0.0,4.0,,2.0,No Religion/Atheist/Agnostic,Independent,A great deal,No,Married,58.0,"$50,000 to $74,999",Employed Full Time,Refused,,Atheist,Own,Yes,Republican,White,High school grad,Male,South Atlantic Division,new_york_times,55_to_64,Managerial,Arts/Design/Entertainment/Sports/Media,Purple
4193010959_78419_01,1.0,5.0,3.0,4.0,5.0,5.0,1.0,Very conservative,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,,2.0,Christian,Independent,Not very much,No,Married,69.0,,Retired,,,Christianity,Own,Yes,Lean Republican,White,Some college,Female,West North Division,fox,above_65,na,na,Red
4224776171_78419_01,2.0,4.0,2.0,2.0,5.0,3.0,1.0,Moderate,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,,1.0,Christian,Lean Democrat,A fair amount,No,Never Married,59.0,"$75,000 to $99,999",Retired,,,Christianity,Own,Yes,Democrat,Black,Some college,Female,Pacific Division,msnbc,55_to_64,na,na,Blue
